Audio_Id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Album_Name,Album_Type,Album_Total_Tracks,Album_Popularity,Year,Month,Day,Track_Name,Track_Popularity,Duration,Track_Number,Disc Number,Artist_Name,Artist_Followers,Artist_Popularity
2866,0.702,0.705,0.0,-6.666,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,4.0,Delirium (Deluxe),album,22,71,2015,11,6,On My Mind,64,213445,5,1,Ellie Goulding,12732867,81
2868,0.715,0.838,7.0,-10.541,0.0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,4.0,My Promise,album,15,59,1996,10,5,Please Don't Go,40,240093,5,1,No Mercy,76002,53
2870,0.854,0.796,11.0,-5.567,0.0,0.0399,0.0542,0.00184,0.151,0.946,115.625,4.0,Celebration (double disc version),compilation,37,78,2009,9,18,Holiday,54,368280,5,1,Madonna,8245657,81
2871,0.256,0.464,5.0,-10.959,1.0,0.0382,0.433,0.0,0.121,0.355,205.362,3.0,Mariah Carey,album,11,58,1990,6,12,Vision of Love,55,209293,1,1,Mariah Carey,10777706,87
2872,0.252,0.802,7.0,-3.976,1.0,0.0391,0.13,0.0146,0.309,0.253,150.056,4.0,Slippery When Wet,album,10,82,1986,8,16,Wanted Dead Or Alive,71,308666,5,1,Bon Jovi,14330601,80
2873,0.557,0.777,9.0,-6.286,1.0,0.0635,0.0756,4.29e-05,0.1,0.449,144.968,4.0,Save Rock And Roll,album,11,73,2013,4,12,Save Rock And Roll,47,281080,11,1,Fall Out Boy,11012100,81
2874,0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,4.0,Nellyville,album,19,75,2002,6,25,Hot In Herre,73,228240,3,1,Nelly,3172081,76
2875,0.369,0.618,6.0,-6.304,0.0,0.249,0.161,0.0,0.257,0.467,191.863,4.0,Two Degrees,album,12,45,2016,11,11,Papercuts (feat. Vera Blue),45,255889,5,1,Illy,184727,50
2876,0.621,0.82,10.0,-4.865,1.0,0.0367,0.332,0.0,0.104,0.452,144.905,4.0,Doo-Wops & Hooligans,album,10,87,2010,5,11,Marry You,76,230192,6,1,Bruno Mars,64119523,96
2877,0.602,0.843,0.0,-4.831,1.0,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,4.0,Believe (Deluxe Edition),album,17,74,2012,6,15,Beauty And A Beat,74,227986,10,1,Justin Bieber,79449393,92
2878,0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,4.0,Cover Me In Sunshine,single,1,61,2021,2,12,Cover Me In Sunshine,66,141050,1,1,P!nk,17411269,81
2880,0.503,0.741,4.0,-5.128,1.0,0.047,0.579,1.49e-06,0.0712,0.458,88.335,3.0,Happy Now,single,1,57,2018,7,18,Happy Now,63,207029,1,1,Zedd,6004218,76
2881,0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4.0,7/27 (Deluxe),album,12,72,2016,5,27,Work from Home (feat. Ty Dolla $ign),74,214480,2,1,Fifth Harmony,16233470,70
2882,0.657,0.892,7.0,-5.127,1.0,0.0416,0.0025,0.00871,0.124,0.537,123.997,4.0,Midnight (The Hanging Tree),single,1,44,2020,1,10,Midnight (The Hanging Tree),50,178823,1,1,HOSH,74124,44
2883,0.503,0.841,4.0,-10.396,1.0,0.0495,0.00599,0.000388,0.189,0.515,136.025,4.0,Howling,album,12,38,1986,1,1,We Gotta Get Out Of This Place,43,279866,8,1,The Angels,176675,51
2884,0.495,0.828,8.0,-2.986,1.0,0.0581,0.0596,0.0,0.208,0.382,150.212,4.0,Dami Im,album,11,29,2013,11,15,Alive,25,236213,1,1,Dami Im,60885,38
2885,0.617,0.711,9.0,-6.433,1.0,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,4.0,At Abbey Road,album,28,47,1997,10,13,How Do You Do It? - Mono,45,114986,1,1,Gerry & The Pacemakers,286621,51
2886,0.448,0.838,4.0,-5.257,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,4.0,Fine Line,album,12,86,2019,12,13,Golden,72,208906,1,1,Harry Styles,33245649,85
2887,0.453,0.117,4.0,-11.847,1.0,0.0482,0.953,0.000327,0.109,0.193,120.379,4.0,Open Ocean,album,8,27,2014,11,18,Till the World Stops Turning,32,227497,6,1,Kaleb Jones,2125,20
2888,0.648,0.898,0.0,-4.445,0.0,0.142,0.000377,1.28e-06,0.359,0.842,131.998,4.0,Art vs Science,single,5,0,2009,1,1,Parlez Vous Francais,0,213453,2,1,Art vs Science,45337,34
2889,0.91,0.576,0.0,-8.385,1.0,0.0639,0.00063,0.272,0.108,0.212,122.883,4.0,Shrek 2 (Original Motion Picture Soundtrack),compilation,14,66,2004,5,19,Funkytown,68,239826,5,1,Lipps Inc.,158014,60
2890,0.632,0.727,11.0,-11.209,0.0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,4.0,The Best Of Cutting Crew,compilation,16,56,1993,1,1,(I Just) Died In Your Arms,61,278626,1,1,Cutting Crew,466259,64
2891,0.549,0.597,4.0,-6.405,1.0,0.0297,0.016,0.00111,0.128,0.464,164.893,4.0,Everything Is True,album,11,35,2009,1,1,Ramona Was A Waitress,35,216093,4,1,Paul Dempsey,29901,33
2892,0.674,0.75,5.0,-8.515,0.0,0.0284,0.00157,0.0586,0.343,0.793,113.804,4.0,New Gold Dream (81/82/83/84),album,9,44,1982,9,13,Promised You A Miracle - Remastered 2002,34,267706,3,1,Simple Minds,2119683,68
2893,0.701,0.944,4.0,-2.986,1.0,0.0455,0.0755,0.0,0.601,0.792,128.993,4.0,An Innocent Man,album,10,77,1983,8,8,Uptown Girl,81,197706,6,1,Billy Joel,6498122,79
2894,0.718,0.691,4.0,-6.44,1.0,0.0387,0.0159,0.0,0.0627,0.552,100.008,4.0,When The World Comes Down,album,17,64,2008,1,1,Gives You Hell,69,213106,4,1,The All-American Rejects,2733611,68
2895,0.757,0.868,3.0,-4.986,0.0,0.0358,0.0953,0.0,0.244,0.929,112.973,4.0,Backstreet Boys,album,13,66,1996,5,6,We've Got It Goin' On - Radio Edit,56,219466,1,1,Backstreet Boys,6052980,77
2896,0.503,0.843,10.0,-4.991,0.0,0.316,0.0487,0.0,0.344,0.778,128.63,4.0,If It Ain't Love,single,1,42,2016,4,1,If It Ain't Love,48,203105,1,1,Jason Derulo,12311496,79
2897,0.791,0.713,5.0,-3.742,0.0,0.254,0.0163,0.0,0.189,0.514,130.012,4.0,WANT (Deluxe),album,15,59,2009,1,16,DONTTRUSTME,50,192573,3,1,3OH!3,1016366,64
2898,0.609,0.726,5.0,-4.346,0.0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,4.0,Flames,single,1,55,2018,3,22,Flames,61,195000,1,1,David Guetta,26562901,90
2899,0.693,0.743,5.0,-5.359,1.0,0.0359,0.196,0.0,0.192,0.726,100.676,4.0,#1 to Infinity,compilation,19,42,2015,5,15,Dreamlover,22,233600,5,1,Mariah Carey,10777706,87
2901,0.544,0.867,10.0,-5.527,1.0,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,4.0,The Long Road,album,11,67,2003,9,23,Figured You Out,61,228480,7,1,Nickelback,7236720,80
2902,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,4.0,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],single,1,69,2021,1,15,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,74,169153,1,1,Riton,149189,67
2903,0.63,0.821,11.0,-6.726,0.0,0.0467,0.000632,0.479,0.0963,0.271,102.022,4.0,Celebration (double disc version),compilation,37,78,2009,9,18,Erotica,30,270173,16,1,Madonna,8245657,81
2904,0.749,0.988,0.0,-5.266,0.0,0.0387,0.202,0.00631,0.17,0.749,135.015,4.0,The Bridge,album,18,61,1995,11,7,Beautiful Life,66,221186,1,1,Ace of Base,929010,70
2906,0.749,0.68,1.0,-6.216,1.0,0.0237,0.0665,0.000282,0.0886,0.589,106.437,3.0,Essential Oils,compilation,36,39,2012,11,2,Short Memory - Remastered Version,28,232466,10,1,Midnight Oil,830257,60
2907,0.725,0.68,8.0,-5.465,1.0,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4.0,Am I Wrong,single,1,49,2014,1,21,Am I Wrong,55,247520,1,1,Nico & Vinz,546477,63
2908,0.402,0.647,7.0,-6.38,0.0,0.0273,0.00299,0.0,0.13,0.363,79.941,3.0,Watching Angels Mend,album,11,41,2001,9,17,Green,29,242160,2,1,Alex Lloyd,32216,38
2909,0.361,0.608,9.0,-6.757,0.0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,4.0,Purpose (Deluxe),album,19,85,2015,11,13,I'll Show You,60,199946,2,1,Justin Bieber,79449393,92
2910,0.727,0.626,7.0,-8.415,1.0,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4.0,Be Like That (feat. Swae Lee & Khalid),single,1,60,2020,7,10,Be Like That - feat. Swae Lee & Khalid,65,191406,1,1,Kane Brown,5568796,76
2911,0.833,0.628,2.0,-7.041,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,4.0,Duets: The Final Chapter,album,22,66,2005,12,13,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",65,286186,9,1,The Notorious B.I.G.,11244358,79
2913,0.376,0.439,0.0,-14.444,1.0,0.0313,0.415,0.832,0.132,0.262,74.461,4.0,The Best of Emerson Lake & Palmer,compilation,16,0,1994,1,1,Fanfare for the Common Man - Single Edit,0,179360,6,1,"Emerson, Lake & Palmer",1103803,52
2914,0.581,0.857,5.0,-2.21,0.0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,4.0,The Secret Life Of...,album,12,51,2005,10,18,4ever,53,208973,1,1,The Veronicas,967660,57
2915,0.587,0.795,1.0,-5.557,1.0,0.0522,0.037,0.0,0.103,0.476,169.951,4.0,STAY (with Justin Bieber),single,1,50,2021,7,9,STAY (with Justin Bieber),55,141805,1,1,The Kid LAROI,5935663,85
2916,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,4.0,Future Nostalgia,album,11,82,2020,3,27,Physical,73,193829,4,1,Dua Lipa,45201667,88
2917,0.859,0.625,9.0,-4.234,0.0,0.13,0.0296,0.0,0.0537,0.71,102.072,4.0,Thug Misses (Digitally Remastered),album,18,53,2015,5,5,"My Neck, My Back (Lick It)",57,222560,1,1,Khia,240938,49
2918,0.761,0.718,11.0,-10.279,0.0,0.0366,0.00459,5.95e-06,0.0333,0.876,120.12,4.0,Dance #1's,compilation,15,46,2007,1,1,Finally,50,249066,9,1,CeCe Peniston,138944,52
2919,0.696,0.722,5.0,-5.319,0.0,0.0801,0.169,0.0,0.289,0.67,90.116,4.0,Bittersweet,album,16,67,2003,6,11,Hit 'Em Up Style (Oops!),48,250493,6,1,Blu Cantrell,315097,63
2921,0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,4.0,Talk Dirty,album,11,64,2013,9,10,Talk Dirty (feat. 2 Chainz),63,177685,1,1,Jason Derulo,12311496,79
2922,0.523,0.747,11.0,-6.125,1.0,0.0292,0.0807,0.0,0.11,0.294,118.97,4.0,[Kissed You] Good Night,single,1,25,2011,10,14,(Kissed You) Good Night,30,232903,1,1,Gloriana,256953,37
2923,0.723,0.727,4.0,-6.03,1.0,0.0299,0.0159,1.55e-06,0.19,0.419,126.97,4.0,Flashing Lights,album,12,38,2013,1,1,You’ll Be Mine,26,250017,12,1,Havana Brown,177773,45
2924,0.681,0.893,7.0,-8.485,1.0,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,4.0,The Best of New Order,compilation,16,60,1994,1,1,Blue Monday '88,63,244720,15,1,New Order,2293184,67
2925,0.551,0.291,5.0,-12.544,1.0,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,3.0,Faith,album,10,72,1987,10,30,One More Try - Remastered,58,350666,4,1,George Michael,5125991,75
2926,0.59,0.586,7.0,-9.158,1.0,0.0344,0.422,4.46e-05,0.337,0.729,91.17,4.0,RCA Country Legends: Don Gibson,album,16,43,2001,5,14,Sea of Heartbreak,47,155040,3,1,Don Gibson,103845,42
2927,0.524,0.904,8.0,-2.071,1.0,0.398,0.0533,0.0,0.776,0.655,161.188,4.0,Survivor,album,18,60,2001,1,1,Survivor,62,254040,2,1,Destiny's Child,7558957,74
2928,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4.0,ily (i love you baby) (feat. Emilee),single,1,66,2019,11,26,ily (i love you baby) (feat. Emilee),72,176546,1,1,Surf Mesa,180202,61
2930,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,4.0,El Camino,album,11,69,2011,12,6,Lonely Boy,69,193653,1,1,The Black Keys,4067131,73
2931,0.771,0.538,5.0,-14.242,1.0,0.0358,0.101,0.00348,0.0872,0.664,139.858,4.0,The Best Of Toni Childs,compilation,12,32,1996,1,1,Many Rivers To Cross,30,327026,6,1,Toni Childs,40636,37
2932,0.639,0.647,0.0,-9.056,1.0,0.0352,0.436,0.000149,0.0927,0.643,154.143,4.0,Don't Ask,album,11,47,1994,4,30,Sorrento Moon (I Remember),45,293866,3,1,Tina Arena,169162,50
2933,0.61,0.893,9.0,-3.681,1.0,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4.0,Paramore,album,17,76,2013,4,5,Ain't It Fun,70,296520,6,1,Paramore,8974100,80
2934,0.575,0.831,0.0,-5.972,1.0,0.0356,0.00406,0.000449,0.111,0.377,127.991,4.0,Don't Look Down (feat. Usher),single,1,55,2015,3,17,Don't Look Down (feat. Usher),60,223139,1,1,Martin Garrix,15116680,77
2935,0.666,0.876,3.0,-3.078,1.0,0.0414,0.055,0.0,0.259,0.552,129.884,4.0,Nothing but the Beat (Ultimate Edition),album,29,80,2012,12,7,Where Them Girls At (feat. Nicki Minaj & Flo Rida),71,194840,10,1,David Guetta,26562901,90
2936,0.465,0.865,11.0,-9.573,0.0,0.098,0.018,0.00135,0.0769,0.677,117.528,4.0,The Very Best Of Ram Jam,compilation,20,56,1990,2,27,Black Betty,62,237893,1,1,Ram Jam,172767,59
2937,0.61,0.53,6.0,-7.132,0.0,0.0253,0.247,0.0,0.35,0.305,110.778,3.0,Glee: The Music presents Glease,album,9,52,2012,11,6,Hopelessly Devoted To You (Glee Cast Version),53,181906,1,1,Glee Cast,1525421,74
2938,0.91,0.675,1.0,-4.138,0.0,0.317,0.194,0.0,0.0951,0.702,89.999,4.0,RnB Fridays Vol. 3,compilation,40,39,2017,4,21,In Da Club - Single Version / Edit,27,225426,2,1,50 Cent,16367737,85
2939,0.583,0.435,8.0,-8.784,1.0,0.0386,0.434,5.49e-05,0.102,0.292,72.01,4.0,A Day in the Life,album,13,55,1999,2,25,Spend My Life With You,57,276013,3,1,Eric Benét,701183,51
2940,0.548,0.889,9.0,-4.682,1.0,0.0382,0.00165,0.00109,0.197,0.425,90.048,4.0,Breakaway,album,12,70,2004,1,17,Behind These Hazel Eyes,58,198973,3,1,Kelly Clarkson,10662647,83
2941,0.625,0.646,9.0,-13.592,0.0,0.0389,0.214,0.0533,0.0525,0.826,103.893,4.0,Who's That Girl Soundtrack,album,9,50,1987,7,21,Who's That Girl,53,239173,1,1,Madonna,8245657,81
2942,0.617,0.862,0.0,-4.555,1.0,0.0458,0.0182,1.33e-06,0.0865,0.472,86.981,4.0,Evergreen,album,11,38,2014,1,1,Mother & Father,33,187710,1,1,BROODS,488165,52
2944,0.734,0.848,1.0,-5.285,0.0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,4.0,Read My Lips,album,13,2,2002,1,1,Murder On The Dancefloor,4,230013,1,1,Sophie Ellis-Bextor,530770,69
2945,0.491,0.461,6.0,-5.646,0.0,0.0424,0.44,0.0,0.232,0.32,87.808,4.0,Never Seen the Rain,single,1,45,2019,7,15,Never Seen the Rain,51,200755,1,1,Tones And I,2958188,70
2946,0.613,0.656,0.0,-2.955,1.0,0.047,0.194,0.0,0.221,0.443,144.99,4.0,Hollywood's Bleeding,album,17,52,2019,9,6,Die For Me (feat. Future & Halsey),33,245280,7,1,Post Malone,46042840,90
2947,0.559,0.35,8.0,-12.01,1.0,0.0245,0.605,0.000443,0.102,0.413,78.035,4.0,The Best Of Sammi Smith,compilation,16,39,1996,1,1,Help Me Make It Through The Night,43,155533,1,1,Sammi Smith,31147,45
2948,0.779,0.963,2.0,-2.125,0.0,0.0399,0.0334,0.493,0.664,0.759,127.941,4.0,18 Months,album,15,80,2012,10,29,Bounce (feat. Kelis) - Radio Edit,58,222186,2,1,Calvin Harris,22977270,86
2949,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,4.0,Femme Fatale (Deluxe Version),album,16,70,2011,3,28,Hold It Against Me,53,228826,2,1,Britney Spears,15721956,84
2950,0.796,0.617,5.0,-6.198,0.0,0.0619,0.00824,0.0,0.0495,0.72,103.858,4.0,Thinking It Over,album,14,46,2002,1,1,Just A Little,51,236133,2,1,Liberty X,147320,41
2951,0.343,0.591,3.0,-5.605,1.0,0.0291,0.286,1.1e-05,0.128,0.357,141.703,4.0,Glee Sings The Beatles,album,14,42,2013,9,24,Let It Be (Glee Cast Version),33,243013,14,1,Glee Cast,1525421,74
2952,0.603,0.772,3.0,-5.338,1.0,0.0339,0.00294,0.0,0.115,0.438,102.207,4.0,From The Inside Out,album,13,30,2010,8,23,Choose You,33,217306,6,1,Stan Walker,255704,53
2953,0.524,0.526,0.0,-9.788,1.0,0.0299,0.189,2.17e-06,0.288,0.78,148.053,4.0,If I Had Words: 70s Hit Wonders,compilation,25,33,2020,6,8,If I Had Words,38,228960,1,1,Scott Fitzgerald,813,26
2954,0.562,0.767,5.0,-8.025,1.0,0.0474,0.234,0.00817,0.0828,0.526,184.363,4.0,Whiplash Smile,album,10,52,1986,10,20,To Be A Lover,45,232386,2,1,Billy Idol,2139172,72
2955,0.593,0.671,0.0,-6.956,1.0,0.0409,0.54,0.0,0.123,0.195,97.935,4.0,Communion (Deluxe),album,18,70,2015,7,10,Eyes Shut,48,198226,6,1,Olly Alexander (Years & Years),1997332,72
2956,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4.0,Born In The U.S.A.,album,12,81,1984,6,4,Born in the U.S.A.,71,278680,1,1,Bruce Springsteen,6711681,80
2957,0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4.0,THIS IS... ICONA POP,album,11,66,2013,8,27,I Love It (feat. Charli XCX),70,157152,1,1,Icona Pop,729835,67
2959,0.722,0.588,6.0,-5.932,1.0,0.0544,0.0319,0.0,0.183,0.59,134.01,4.0,We're Good,single,1,42,2021,2,11,We're Good,48,165506,1,1,Dua Lipa,45201667,88
2960,0.664,0.679,9.0,-9.08,0.0,0.0298,0.154,0.000307,0.0694,0.722,104.851,4.0,Samantha Fox Greatest Hits,compilation,18,44,2004,12,27,Touch Me (I Want Your Body),48,222133,1,1,Samantha Fox,363376,46
2961,0.814,0.832,7.0,-5.296,0.0,0.0305,0.0432,0.0,0.0797,0.8,128.028,4.0,"1, 2 Step",single,1,23,2020,5,29,"1, 2 Step",28,160571,1,1,Marty Guilfoyle,6741,23
2962,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,4.0,Divinely Uninspired To A Hellish Extent (Extended Edition),album,15,76,2019,11,22,Before You Go,80,215106,13,1,Lewis Capaldi,13062381,81
2963,0.893,0.593,8.0,-5.178,1.0,0.0983,0.12,0.00888,0.0465,0.854,109.979,4.0,Classic Masters,album,12,30,2002,1,1,Mr Wendal - Remastered 2002,30,246960,3,1,Arrested Development,305660,51
2964,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,4.0,Rain On Me (with Ariana Grande),single,1,61,2020,5,22,Rain On Me (with Ariana Grande),66,182200,1,1,Lady Gaga,33378587,92
2965,0.676,0.174,11.0,-15.964,1.0,0.0452,0.965,0.858,0.126,0.596,84.066,4.0,Los Indios Tabajaras,album,24,18,2000,11,25,Maria Elena,22,190160,1,1,Los Indios Tabajaras,33439,43
2966,0.94,0.836,4.0,-6.263,0.0,0.184,0.00399,0.00984,0.0984,0.626,129.005,4.0,I Like That,single,1,34,2009,1,1,I Like That,40,142933,1,1,Richard Vission & Static Revenger Starring Luciana,1707,26
2967,0.705,0.707,0.0,-5.174,1.0,0.0534,0.0799,0.0,0.149,0.452,117.974,4.0,Baby,single,1,46,2020,8,21,Baby,51,207734,1,1,Madison Beer,7401868,75
2968,0.712,0.603,8.0,-5.52,1.0,0.0262,0.186,0.0,0.115,0.67,97.994,4.0,Gettin' Old,album,18,81,2023,3,24,Fast Car,81,265493,14,1,Luke Combs,11876681,86
2969,0.724,0.436,0.0,-9.321,1.0,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,4.0,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),album,22,63,2014,3,28,Time After Time,65,243066,4,1,Cyndi Lauper,2931841,73
2970,0.473,0.867,2.0,-8.824,0.0,0.159,0.00866,0.691,0.0571,0.153,94.09,4.0,Goodbye Country (Hello Nightclub),album,13,59,2001,7,11,My Friend,56,300266,6,1,Groove Armada,697857,58
2971,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,4.0,Paper Trail,album,16,74,2008,9,7,Dead And Gone,67,299746,16,1,T.I.,4914641,76
2972,0.647,0.896,4.0,-5.949,1.0,0.0509,0.0709,0.0505,0.0614,0.953,118.729,4.0,The Hurting,album,14,64,1983,3,7,Mad World,66,215400,2,1,Tears For Fears,3693450,75
2974,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,4.0,24K Magic,album,9,87,2016,11,17,That's What I Like,88,206693,4,1,Bruno Mars,64119523,96
2975,0.692,0.422,2.0,-10.533,1.0,0.0333,0.0811,0.0,0.0848,0.468,74.375,4.0,Tracy Chapman,album,11,77,1988,4,5,Baby Can I Hold You,73,193120,5,1,Tracy Chapman,1872240,72
2976,0.39,0.473,6.0,-5.79,0.0,0.0485,0.0492,0.0,0.115,0.293,77.277,4.0,Rated R,album,13,41,2009,11,20,Russian Roulette,31,227573,6,1,Rihanna,64274904,91
2977,0.552,0.89,8.0,-3.409,1.0,0.0342,0.000143,0.0,0.888,0.716,146.525,4.0,Greatest Hits: God's Favorite Band,compilation,22,67,2017,11,17,Holiday,61,232680,13,1,Green Day,15870909,83
2978,0.587,0.813,8.0,-3.201,1.0,0.0483,0.0282,0.0,0.398,0.551,99.935,4.0,Que Sera,single,1,35,2014,5,2,Que Sera,41,210920,1,1,Justice Crew,104398,43
2979,0.544,0.728,6.0,-5.358,0.0,0.05,0.00264,0.00959,0.427,0.281,174.983,4.0,Home,album,12,65,2013,4,26,Waiting All Night (feat. Ella Eyre),63,292586,11,1,Rudimental,1387607,71
2980,0.689,0.743,5.0,-8.483,1.0,0.0337,0.0215,9.47e-05,0.106,0.644,108.179,4.0,Greatest Hits,compilation,14,35,1995,11,6,Can't Get Enough of Your Love,24,266533,4,1,Taylor Dayne,480019,57
2981,0.859,0.905,0.0,-5.539,0.0,0.129,0.205,0.00837,0.322,0.731,89.946,4.0,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,30,75,1995,6,16,They Don't Care About Us,71,284160,2,2,Michael Jackson,33826052,85
2982,0.751,0.736,5.0,-4.168,0.0,0.156,0.0206,0.0,0.265,0.352,130.014,4.0,Sorry For Party Rocking,album,16,70,2011,1,1,Party Rock Anthem,71,262146,3,1,LMFAO,4263290,68
2983,0.832,0.73,9.0,-4.2,1.0,0.322,0.123,0.0,0.141,0.928,178.485,4.0,Space Boogie: Smoke Oddessey (Digitally Remastered),album,16,45,2012,10,24,It's Over,29,204466,5,1,Kurupt,740053,63
2984,0.705,0.609,1.0,-4.897,1.0,0.0307,0.0257,0.0,0.0846,0.476,115.474,4.0,Zootopia (Original Motion Picture Soundtrack),album,22,61,2016,2,12,Try Everything,66,196853,1,1,Shakira,35807322,88
2985,0.614,0.829,9.0,-5.042,1.0,0.339,0.0122,0.0,0.325,0.608,106.297,4.0,Touch The Sky,single,2,28,2006,1,1,Touch The Sky - Radio Edit,33,236760,1,1,Kanye West,28418009,93
2986,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.167,0.785,116.879,4.0,Currents,album,13,84,2015,7,17,The Less I Know The Better,82,216320,7,1,Tame Impala,8395579,81
2988,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,4.0,Here With Me,single,1,65,2019,3,8,Here With Me,70,156346,1,1,Marshmello,33956566,84
2990,0.409,0.688,0.0,-6.862,1.0,0.0414,0.231,0.0257,0.174,0.3,167.986,4.0,Lanterns,single,1,21,2012,1,1,Lanterns - Single Version,26,236239,1,1,Birds Of Tokyo,236896,50
2991,0.626,0.746,7.0,-8.832,1.0,0.0282,0.16,0.0,0.0618,0.8,102.896,4.0,Brigade,album,13,61,1990,3,25,All I Wanna Do Is Make Love To You,65,310893,2,1,Heart,2733355,69
2992,0.76,0.607,7.0,-6.274,1.0,0.0964,0.00277,0.0,0.132,0.709,105.979,4.0,The Other Side (from Trolls World Tour),single,1,52,2020,2,26,The Other Side (from Trolls World Tour),57,188186,1,1,SZA,25124810,93
2994,0.745,0.918,7.0,-10.263,1.0,0.0296,0.0626,0.42,0.356,0.875,116.081,4.0,Kylie,album,10,38,1988,7,4,I Should Be so Lucky,32,204893,1,1,Kylie Minogue,2108451,76
2995,0.86,0.705,10.0,-12.514,0.0,0.0894,0.107,8.87e-06,0.149,0.854,134.395,4.0,Fire! The Very Best of The Pointer Sisters,compilation,36,46,1989,9,21,Jump (For My Love),45,263440,6,2,The Pointer Sisters,1082357,65
2996,0.755,0.769,10.0,-5.658,0.0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,4.0,Voicenotes,album,13,78,2018,5,11,The Way I Am,60,186080,1,1,Charlie Puth,23718952,81
2997,0.628,0.603,6.0,-10.286,1.0,0.0312,0.178,1.73e-05,0.0686,0.951,120.782,4.0,The Best Of Lobo,compilation,18,48,1993,6,11,Me and You and a Dog Named Boo,44,177933,1,1,Lobo,537537,59
2998,0.719,0.582,4.0,-11.091,1.0,0.0254,0.509,0.721,0.108,0.383,105.078,4.0,Songs From The Last Century,album,10,52,1999,12,6,Miss Sarajevo,46,310906,6,1,George Michael,5125991,75
2999,0.613,0.703,1.0,-4.926,1.0,0.0297,0.0479,4.43e-06,0.0726,0.464,121.046,4.0,Playlist,album,18,43,2015,11,6,I'd Go With You Anywhere,42,199343,1,1,Birds Of Tokyo,236896,50
3000,0.654,0.841,9.0,-4.941,1.0,0.311,0.0144,0.0,0.345,0.592,106.772,4.0,Late Registration,album,21,50,2005,8,30,Touch The Sky,44,236600,3,1,Kanye West,28418009,93
3001,0.639,0.839,5.0,-4.703,1.0,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,4.0,One Hot Minute,album,13,46,1995,9,12,Aeroplane,42,285066,2,1,Red Hot Chili Peppers,21762173,84
3002,0.917,0.588,10.0,-11.047,1.0,0.0607,0.195,0.0,0.0914,0.828,110.077,4.0,I Don't Speak The Language,album,9,64,1983,3,19,Break My Stride,69,184480,1,1,Matthew Wilder,53302,58
