Audio_Id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Album_Name,Album_Type,Album_Total_Tracks,Album_Popularity,Year,Month,Day,Track_Name,Track_Popularity,Duration,Track_Number,Disc Number,Artist_Name,Artist_Followers,Artist_Popularity
1,0.825,0.743,2.0,-5.995,1.0,0.149,0.0142,2.12e-05,0.237,0.8,127.045,4.0,Pitbull Starring In Rebelution,album,15,56,2009,10,23,I Know You Want Me (Calle Ocho),56,237120,3,1,Pitbull,11063007,86
2,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,4.0,...Baby One More Time (Digital Deluxe Version),album,16,77,1999,1,12,From the Bottom of My Broken Heart,49,312533,6,1,Britney Spears,15721956,84
3,0.683,0.728,9.0,-8.92,1.0,0.259,0.568,5.08e-05,0.0384,0.833,75.311,4.0,"Lola vs. Powerman and the Moneygoround, Pt. One + Percy (Super Deluxe)",album,43,0,2014,10,20,Apeman - 2014 Remastered Version,0,233400,11,1,The Kinks,2668890,67
4,0.56,0.68,6.0,-7.648,0.0,0.321,0.555,0.0,0.116,0.319,89.391,4.0,Eastside (with Halsey & Khalid),single,1,64,2018,7,12,Eastside (with Halsey & Khalid),69,173799,1,1,benny blanco,1267195,79
5,0.48,0.628,6.0,-7.643,1.0,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,4.0,Candle In The Wind 1997 / Something About ...,single,3,54,1997,1,1,Something About The Way You Look Tonight - Edit Version,55,240546,1,1,Elton John,14155119,85
7,0.852,0.874,7.0,-11.208,1.0,0.0427,0.0168,0.45,0.133,0.666,129.029,4.0,The Greatest Hits,compilation,19,56,2002,9,10,It's Like That,61,250626,1,1,Run–D.M.C.,1408097,66
8,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0,Away From The Sun,album,12,74,2002,11,12,Here Without You,75,238733,6,1,3 Doors Down,4548781,73
9,0.26,0.659,2.0,-8.98,1.0,0.0625,0.114,2.95e-05,0.499,0.537,184.38,4.0,The Best of The Monkees,compilation,25,53,2008,7,1,Listen to the Band - Single Version,24,149106,25,1,The Monkees,1251492,65
10,0.818,0.67,8.0,-4.451,0.0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4.0,x (Deluxe Edition),album,16,83,2014,6,21,Sing,65,235382,3,1,Ed Sheeran,117871001,90
11,0.261,0.302,5.0,-8.19,0.0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,3.0,Writing's On The Wall,single,1,55,2015,9,25,"Writing's On The Wall - From ""Spectre"" Soundtrack",61,278987,1,1,Sam Smith,24879281,84
12,0.862,0.624,3.0,-11.63,1.0,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4.0,All In a Night's Work (Expanded Version),album,19,61,2016,3,11,Give It Up,67,254240,3,1,KC & The Sunshine Band,1072482,65
13,0.393,0.958,2.0,-2.102,1.0,0.0871,0.00966,0.0,0.214,0.323,150.074,4.0,Hold On Tight,album,11,46,2008,10,7,Homecoming,42,238733,3,1,Hey Monday,175636,41
14,0.609,0.895,11.0,-8.208,1.0,0.0695,0.162,0.504,0.522,0.792,123.102,4.0,The Full Marty,album,64,2,2010,1,1,Abergavenny,0,168000,21,3,Marty Wilde,22943,30
17,0.455,0.296,2.0,-8.513,1.0,0.0399,0.761,0.0,0.0783,0.31,171.744,4.0,Beautiful Lies (Deluxe),album,19,57,2016,3,25,Deep End,31,208840,4,1,Birdy,3720045,71
18,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,4.0,Clarity (Deluxe),album,17,57,2014,1,1,Stay The Night - Featuring Hayley Williams Of Paramore,61,217346,11,1,Zedd,6004218,76
19,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0,Californication,album,15,66,1999,6,8,Californication,55,329733,6,1,Red Hot Chili Peppers,21762173,84
20,0.488,0.364,7.0,-15.954,1.0,0.0321,0.0714,0.0,0.0756,0.544,79.707,4.0,Go Bush!,album,11,35,1987,4,3,My Island Home,38,297800,5,1,Warumpi Band,19843,34
21,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,4.0,Born to Do It,album,12,68,2000,8,14,7 Days,70,235133,4,1,Craig David,924662,65
22,0.672,0.393,9.0,-8.739,0.0,0.0477,0.551,1.05e-05,0.105,0.319,130.086,4.0,Thirty One,album,12,41,2015,9,11,Regardless,22,273493,6,1,Jarryd James,112014,43
23,0.68,0.543,5.0,-14.876,1.0,0.141,0.857,0.000116,0.0881,0.796,111.62,4.0,C.W. McCall's Greatest Hits,compilation,12,55,1990,1,1,Convoy,57,230600,1,1,C.W. McCall,116691,47
24,0.59,0.874,6.0,-2.583,0.0,0.0263,0.0179,6.46e-06,0.134,0.607,125.018,4.0,Turn Around (feat. Ne-Yo),single,6,22,2012,10,5,Turn Around (feat. Ne-Yo),23,232385,1,1,Conor Maynard,2110090,65
25,0.864,0.515,0.0,-6.967,1.0,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,4.0,Making Mirrors,album,12,57,2011,1,1,Somebody That I Used To Know,62,244893,3,1,Gotye,2218212,72
26,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0,The Thrill Of It All (Special Edition),album,14,76,2017,11,3,Too Good At Goodbyes,80,201000,1,1,Sam Smith,24879281,84
27,0.924,0.853,2.0,-1.203,1.0,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4.0,Relapse: Refill,album,29,75,2009,5,15,We Made You,60,269613,9,1,Eminem,94625353,93
28,0.807,0.887,1.0,-3.892,1.0,0.275,0.00381,0.0,0.391,0.78,160.517,4.0,Juju on That Beat (TZ Anthem),single,1,49,2016,9,30,Juju on That Beat (TZ Anthem),54,144244,1,1,Zay Hilfigerrr,64833,43
29,0.536,0.606,7.0,-5.364,1.0,0.0355,0.103,1.08e-05,0.255,0.719,146.425,4.0,7,album,24,0,1981,10,2,It Must Be Love,0,206266,20,1,Madness,805249,61
31,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0,Dua Lipa (Deluxe),album,17,78,2017,6,2,IDGAF,74,217946,5,1,Dua Lipa,45201667,88
32,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,4.0,The Trinity,album,18,74,2005,9,27,Temperature,77,218573,11,1,Sean Paul,4959506,82
33,0.719,0.616,1.0,-3.951,1.0,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,4.0,Only One Flo (Part 1),album,8,71,2010,11,24,Who Dat Girl (feat. Akon),54,200880,4,1,Flo Rida,8748389,81
34,0.737,0.784,7.0,-7.902,1.0,0.0777,0.00682,0.2,0.537,0.587,99.773,4.0,Let It Flow,compilation,16,41,1999,4,23,Set Adrift On Memory Bliss,47,211661,10,1,P.M. Dawn,153022,47
35,0.632,0.88,2.0,-4.051,1.0,0.0463,0.0144,0.0021,0.118,0.338,129.007,4.0,Until Now,album,10,60,2012,1,1,Don't You Worry Child,58,403493,7,1,Swedish House Mafia,3870338,77
36,0.574,0.238,7.0,-18.072,0.0,0.0476,0.365,1.32e-05,0.126,0.126,84.018,4.0,Pocahontas Original Soundtrack (English Version),compilation,28,47,1995,1,1,Colors Of The Wind - End Title,45,257933,27,1,Vanessa Williams,510871,53
37,0.561,0.522,2.0,-5.857,1.0,0.0318,0.227,0.0,0.104,0.238,83.962,4.0,Electronic Earth (Expanded Edition),album,15,61,2012,4,2,Beneath Your Beautiful (feat. Emeli Sandé),63,271813,7,1,Labrinth,3388826,78
38,0.521,0.877,7.0,-5.444,1.0,0.0683,0.0132,0.0806,0.0929,0.199,180.007,4.0,Together,single,1,48,2020,5,20,Together,54,205207,1,1,Sia,29067865,88
39,0.813,0.732,7.0,-5.636,1.0,0.03,0.0597,0.00137,0.0826,0.731,130.02,4.0,Sweat (Snoop Dogg Vs. David Guetta) [Remix],single,1,62,2011,1,1,Sweat - Remix,67,195986,1,1,Snoop Dogg,13438134,85
40,0.742,0.533,0.0,-9.098,1.0,0.0288,0.459,0.148,0.064,0.391,97.395,4.0,True - The Digital E.P.,single,5,60,2008,4,25,True - Single Edit,66,329146,1,1,Spandau Ballet,1356892,63
41,0.464,0.321,2.0,-11.12,1.0,0.0418,0.877,0.0,0.0789,0.306,93.528,4.0,x (Deluxe Edition),album,16,83,2014,6,21,One,56,252760,1,1,Ed Sheeran,117871001,90
42,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,4.0,Stay,single,1,67,2017,2,23,Stay,72,210090,1,1,Zedd,6004218,76
43,0.638,0.803,8.0,-5.467,0.0,0.0681,0.0244,0.0,0.169,0.756,128.035,4.0,In Case You Didn't Know,album,13,61,2011,11,28,Oh My Goodness,38,184013,2,1,Olly Murs,3218343,67
44,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,4.0,Nothing but the Beat,album,13,52,2011,8,31,Titanium (feat. Sia),54,245040,13,1,David Guetta,26562901,90
45,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0,you broke me first,single,1,14,2020,4,17,you broke me first,19,169265,1,1,Tate McRae,6385277,86
46,0.585,0.973,2.0,-2.894,1.0,0.0733,0.00676,5.21e-05,0.262,0.958,161.05,4.0,Like It Like That,album,12,42,2009,10,23,Like It Like That,42,241973,1,1,Guy Sebastian,546186,58
47,0.515,0.908,8.0,-4.632,1.0,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,4.0,I Wanna Be With You,album,12,47,2000,5,9,I Wanna Be With You,52,252600,1,1,Mandy Moore,767343,65
48,0.725,0.844,11.0,-3.707,0.0,0.0347,0.363,0.000716,0.125,0.711,104.001,4.0,I Remember,album,12,46,2016,9,16,I'm In Control,46,209426,7,1,AlunaGeorge,438934,63
49,0.634,0.587,2.0,-6.595,1.0,0.03,0.271,0.0,0.165,0.623,105.642,4.0,The Essential Johnny Cash,compilation,36,61,2002,2,12,"It Ain't Me, Babe (with June Carter Cash)",44,182960,1,2,Johnny Cash,6521662,76
50,0.379,0.664,11.0,-6.863,1.0,0.0307,0.0167,0.000679,0.0915,0.301,115.272,4.0,Casino Twilight Dogs,album,12,45,2007,1,30,Forever Young,50,239120,8,1,Youth Group,23528,43
51,0.633,0.673,6.0,-6.403,0.0,0.258,0.297,0.0,0.206,0.659,86.776,4.0,Billionaire (feat. Bruno Mars),single,1,67,2010,3,9,Billionaire (feat. Bruno Mars),73,211160,1,1,Travie McCoy,417085,64
52,0.769,0.721,2.0,-12.076,1.0,0.109,0.488,1.09e-06,0.316,0.857,123.057,4.0,Red Dog: True Blue (Original Motion Picture Soundtrack),compilation,24,35,2016,12,9,Jump In My Car,40,181946,13,1,Ted Mulry Gang,26251,32
53,0.42,0.969,1.0,-3.139,1.0,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4.0,Immersion,album,15,62,2010,5,21,Witchcraft,57,252786,12,1,Pendulum,972303,62
54,0.543,0.912,7.0,-10.71,1.0,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,4.0,Pocket Full Of Kryptonite,album,10,62,1991,8,27,Two Princes,67,256733,7,1,Spin Doctors,696256,60
55,0.699,0.68,4.0,-3.607,0.0,0.0276,0.00993,0.0,0.11,0.578,94.979,4.0,Sex & Cigarettes,album,8,48,2018,3,23,Sorry,30,236000,5,1,Toni Braxton,4277835,66
56,0.629,0.721,5.0,-4.299,1.0,0.0287,0.0395,0.0,0.349,0.787,159.951,4.0,4 U EP,single,5,34,2010,12,20,iYiYi (feat. Flo Rida),37,235800,2,1,Cody Simpson,1370441,54
57,0.376,0.695,0.0,-4.782,0.0,0.0933,0.135,0.0,0.11,0.302,169.533,4.0,James Arthur (Deluxe),album,18,71,2013,11,4,Impossible,75,209440,4,1,James Arthur,19260603,82
58,0.783,0.435,7.0,-7.78,1.0,0.0588,0.282,0.0,0.0833,0.512,106.974,4.0,working,single,1,52,2021,6,17,working,57,210219,1,1,Tate McRae,6385277,86
59,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,4.0,death bed (coffee for your head),single,1,73,2020,2,8,death bed (coffee for your head),78,173333,1,1,Powfu,1373957,70
60,0.571,0.714,11.0,-5.005,1.0,0.0303,0.08,0.0,0.478,0.741,122.955,4.0,Taylor Henderson,album,11,35,2013,12,2,Borrow My Heart,36,212626,1,1,Taylor Henderson,40428,32
61,0.648,0.72,11.0,-3.514,1.0,0.05,0.00266,0.0,0.0717,0.594,108.012,4.0,Nine,album,11,25,2015,11,20,Always,23,181880,1,1,Samantha Jade,106147,48
62,0.839,0.706,5.0,-6.104,0.0,0.199,0.208,0.0,0.242,0.839,96.673,4.0,Pain Is Love,album,16,14,2001,1,1,Always On Time,3,245133,5,1,Ja Rule,1976628,72
63,0.852,0.591,5.0,-8.668,0.0,0.0675,0.103,0.421,0.0468,0.826,115.592,4.0,Diamonds and Pearls,album,13,51,1991,10,1,Cream - Without Rap Monologue,51,253373,4,1,Prince,7544819,71
66,0.7,0.465,4.0,-6.815,1.0,0.358,0.544,0.0,0.606,0.719,108.102,4.0,Smile...It Confuses People,album,10,49,2006,6,5,I Wish I Was a Punk Rocker (with Flowers in My Hair),54,151640,2,1,Sandi Thom,28663,42
67,0.706,0.719,2.0,-4.239,1.0,0.0573,0.00706,0.0,0.0377,0.495,126.112,4.0,Madness,album,13,41,2014,11,21,Come Home with Me,27,204400,11,1,Guy Sebastian,546186,58
68,0.553,0.843,7.0,-8.398,1.0,0.0489,0.00307,0.0,0.0818,0.834,177.113,4.0,Push (Deluxe Edition),album,35,42,2013,11,8,Drop the Boy,22,248066,2,1,Bros,75755,37
69,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4.0,Nine Track Mind,album,13,74,2016,1,29,See You Again (feat. Charlie Puth),55,229525,13,1,Wiz Khalifa,11551200,83
70,0.744,0.697,8.0,-14.753,1.0,0.0631,0.039,0.0,0.171,0.683,119.955,4.0,Peaceful Journey,album,14,53,1991,1,1,Now That We Found Love,57,258200,1,1,Heavy D & The Boyz,483985,48
71,0.801,0.961,10.0,-7.027,0.0,0.0604,0.00765,7.7e-05,0.0639,0.909,120.378,4.0,Boomania,album,14,32,1990,4,2,"Doin' The Do - 7"" Radio Mix",32,222253,13,1,Betty Boo,14455,28
72,0.56,0.825,2.0,-6.711,0.0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4.0,Atomic/Atomix,album,29,69,1999,1,1,Call Me,73,212600,4,1,Blondie,1615561,71
73,0.731,0.355,8.0,-12.741,1.0,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,4.0,Miss Thang,album,16,56,1995,7,18,Don't Take It Personal (Just One of Dem Days),53,258466,2,1,Monica,2677072,65
74,0.398,0.927,9.0,-4.212,1.0,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4.0,The Colour And The Shape,album,14,78,1997,5,20,My Hero,72,260026,7,1,Foo Fighters,12224166,78
75,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.0,California 37,album,11,75,2012,4,17,50 Ways to Say Goodbye,65,247946,5,1,Train,4376284,77
76,0.254,0.761,7.0,-3.744,1.0,0.0472,0.0006,0.0004,0.265,0.412,118.752,4.0,On the Edge,album,15,18,2018,5,10,House of the Rising Sun,22,269933,15,1,Frijid Pink,24174,31
77,0.867,0.714,4.0,-5.144,1.0,0.0662,0.0224,0.704,0.104,0.623,123.974,4.0,We Are The Night,album,14,51,2007,6,27,Do It Again,47,332973,5,1,The Chemical Brothers,2131530,62
78,0.773,0.721,3.0,-12.574,1.0,0.0294,0.232,1.61e-05,0.0349,0.971,110.383,4.0,"KC & the Sunshine Band, Pt. 3... and More",album,16,53,2004,10,26,Keep It Comin' Love,47,271493,8,1,KC & The Sunshine Band,1072482,65
79,0.661,0.651,7.0,-3.771,0.0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,4.0,Dua Lipa (Deluxe),album,17,78,2017,6,2,Be the One,64,202914,4,1,Dua Lipa,45201667,88
80,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,4.0,Don't You Worry Child,single,4,73,2012,9,14,Don't You Worry Child - Radio Edit,78,212862,1,1,Swedish House Mafia,3870338,77
82,0.498,0.634,3.0,-5.214,1.0,0.0288,0.166,0.0,0.3,0.36,144.104,4.0,Breakthrough (Int'l Deluxe Version),album,18,52,2009,1,1,I Never Told You,44,232960,7,1,Colbie Caillat,2527170,68
83,0.334,0.557,6.0,-5.961,0.0,0.0496,0.155,1.66e-06,0.106,0.362,197.622,3.0,Dami Im,album,11,29,2013,11,15,Saving All My Love For You,27,184840,11,1,Dami Im,60885,38
84,0.631,0.796,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,4.0,BLOW (with Chris Stapleton & Bruno Mars),single,1,55,2019,7,5,BLOW (with Chris Stapleton & Bruno Mars),60,209120,1,1,Ed Sheeran,117871001,90
85,0.653,0.666,6.0,-7.808,1.0,0.0249,0.0508,0.0466,0.139,0.765,128.505,4.0,Avalon,album,10,65,1982,5,1,More Than This,66,270651,1,1,Roxy Music,1029614,62
86,0.654,0.417,5.0,-7.699,1.0,0.025,0.0624,0.0,0.0963,0.279,143.676,4.0,The Day,album,13,56,1996,10,29,Every Time I Close My Eyes (with Kenny G),59,296266,1,1,Babyface,1095026,61
87,0.757,0.905,5.0,-6.771,0.0,0.0338,0.00254,0.0012,0.0357,0.621,125.002,4.0,Situation:Critical,album,11,0,1998,4,27,Free,1,353360,3,1,Ultra Naté,66572,54
88,0.66,0.805,1.0,-5.352,0.0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,4.0,My Everything (Deluxe),album,15,84,2014,8,22,Problem,74,193920,2,1,Ariana Grande,101946942,95
89,0.384,0.921,11.0,-3.334,1.0,0.055,0.0948,0.0,0.168,0.471,89.922,4.0,Getting Away With Murder,album,12,65,2004,1,1,Scars,68,208186,8,1,Papa Roach,5485468,74
91,0.665,0.847,5.0,-8.314,0.0,0.0535,0.0178,0.00288,0.126,0.4,119.555,4.0,The Bodyguard - Original Soundtrack Album,album,12,74,1992,11,17,I'm Every Woman,58,285106,3,1,Whitney Houston,10708830,79
92,0.633,0.564,8.0,-7.789,0.0,0.0701,0.135,0.0,0.201,0.648,164.008,4.0,World War Joy,album,10,69,2019,12,6,The Reaper,48,182933,1,1,The Chainsmokers,20710514,83
93,0.802,0.962,8.0,-7.28,1.0,0.0415,0.00363,0.0794,0.312,0.966,127.035,4.0,Full Fathom Five,album,10,46,1994,6,1,Ain't No Love (Ain't No Use) [feat. Melanie Williams],37,315466,6,1,Sub Sub,4680,38
94,0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,4.0,Grave Dancers Union (2022 Remaster),album,12,63,1992,10,6,Runaway Train (2022 Remaster),68,266560,3,1,Soul Asylum,649138,57
95,0.604,0.622,7.0,-7.782,1.0,0.0469,0.0943,0.00577,0.204,0.424,126.238,4.0,As Day Follows Night,album,12,43,2009,7,10,All I Want,42,233960,2,1,Sarah Blasko,112665,46
96,0.617,0.439,9.0,-5.63,1.0,0.0269,0.424,0.0,0.127,0.242,139.979,4.0,÷ (Deluxe),album,16,88,2017,3,3,How Would You Feel (Paean),61,280533,11,1,Ed Sheeran,117871001,90
97,0.497,0.883,7.0,-5.819,1.0,0.0689,0.0365,0.0,0.927,0.61,101.994,4.0,Greatest Hits,compilation,18,44,2003,6,2,Greatest Hits Megamix - Jewels & Stone Remix,34,659000,18,1,Five,495766,54
98,0.791,0.702,1.0,-7.333,1.0,0.0623,0.0174,0.0,0.423,0.789,103.646,4.0,Best Of Montell Jordan,compilation,11,60,2015,9,25,This Is How We Do It,63,237546,1,1,Montell Jordan,904463,59
99,0.444,0.757,11.0,-6.884,0.0,0.0541,0.699,0.0,0.329,0.554,154.26,3.0,Certified Hits (Remastered),album,10,45,2001,1,1,Mr. Bojangles - Remastered 2001,50,215400,1,1,Nitty Gritty Dirt Band,279573,61
100,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4.0,Lover,album,18,91,2019,8,23,I Forgot That You Existed,68,170640,1,1,Taylor Swift,128251709,100
101,0.747,0.701,2.0,-4.902,1.0,0.0429,0.108,0.0,0.0712,0.589,100.012,4.0,Versace On The Floor (Bruno Mars vs. David Guetta),single,1,49,2017,6,27,Versace on the Floor (Bruno Mars vs. David Guetta),54,228300,1,1,Bruno Mars,64119523,96
102,0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4.0,Cloud Nine,album,15,77,2016,5,13,Firestone,75,271640,5,1,Kygo,8514307,82
103,0.696,0.699,4.0,-3.76,0.0,0.0468,0.0374,0.00108,0.0485,0.967,127.988,4.0,With The Music I Die,album,10,21,2010,11,9,Til Death - Denzal Park Radio Edit,22,180240,1,1,Wynter Gordon,60656,51
104,0.368,0.858,1.0,-4.986,0.0,0.246,0.093,0.00267,0.0986,0.542,175.7,4.0,Absolute Treasures: The Rocky Horror Picture Show - The Complete and Definitive Soundtrack (2015 40th Anniversary Re-Mastered Edition),compilation,21,48,2015,8,21,The Time Warp,40,198049,4,1,Richard O'Brien,14140,49
105,0.805,0.942,0.0,-6.584,1.0,0.0905,0.0745,1.46e-05,0.415,0.608,106.525,4.0,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,30,75,1995,6,16,Scream,57,278293,1,2,Michael Jackson,33826052,85
106,0.692,0.413,2.0,-11.91,1.0,0.0422,0.118,0.0,0.305,0.744,121.77,4.0,"The Very Best of Peter, Paul and Mary",compilation,25,50,2005,8,23,I Dig Rock and Roll Music - 2004 Remaster,25,151613,17,1,"Peter, Paul and Mary",797898,55
107,0.672,0.593,11.0,-4.01,0.0,0.0304,0.0223,0.0,0.214,0.438,98.02,4.0,Revival (Deluxe),album,16,72,2015,10,9,Same Old Love,67,229080,4,1,Selena Gomez,51404798,83
108,0.748,0.939,0.0,-4.288,0.0,0.0341,0.0534,0.0,0.32,0.96,104.001,4.0,...Baby One More Time (Digital Deluxe Version),album,16,77,1999,1,12,(You Drive Me) Crazy,64,198066,2,1,Britney Spears,15721956,84
109,0.6,0.657,0.0,-10.693,1.0,0.0336,0.503,0.00013,0.0816,0.678,75.331,4.0,Daniel Powter,album,10,67,2005,2,22,Free Loop,54,232893,2,1,Daniel Powter,291609,60
110,0.43,0.428,1.0,-8.228,0.0,0.031,0.528,0.0,0.12,0.155,125.218,4.0,The Ultimate Collection,compilation,18,51,2007,10,29,When You Believe - from The Prince of Egypt,26,272453,8,1,Whitney Houston,10708830,79
112,0.649,0.718,7.0,-4.984,0.0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,4.0,Simply Deep,album,14,51,2002,10,22,Stole,45,249293,1,1,Kelly Rowland,3532050,70
113,0.586,0.928,8.0,-4.231,0.0,0.0463,0.141,0.0,0.655,0.4,115.006,4.0,The Script,album,10,59,2008,9,8,Before the Worst,28,203106,2,1,The Script,8365493,78
114,0.423,0.92,0.0,-2.908,1.0,0.039,0.000675,5.99e-06,0.187,0.26,126.51,4.0,Golden Rule,album,12,0,2009,1,1,Burn Your Name,0,230706,3,1,Powderfinger,455532,56
115,0.52,0.513,7.0,-7.208,1.0,0.0256,0.281,0.0,0.0976,0.17,77.903,4.0,Mind Of Mine (Deluxe Edition),album,18,77,2016,3,25,fOoL fOr YoU,62,202213,10,1,ZAYN,23513590,79
116,0.627,0.768,6.0,-7.775,1.0,0.0625,0.468,0.0,0.126,0.802,100.071,4.0,Essential Eternal,compilation,18,31,2002,12,23,I Wanna Be the Only One (feat. Bebe Winans),35,216693,1,1,Eternal,115573,44
117,0.723,0.722,9.0,-13.763,1.0,0.0428,0.0184,0.0106,0.0665,0.917,95.262,4.0,Casual Gods,album,12,26,1987,12,15,Rev It Up,29,251466,1,1,Jerry Harrison,4260,38
118,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4.0,Dua Lipa (Deluxe),album,17,78,2017,6,2,New Rules,78,209320,10,1,Dua Lipa,45201667,88
119,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4.0,Flowers,single,1,22,2023,1,13,Flowers,27,200454,1,1,Miley Cyrus,25221661,84
120,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,4.0,Bangerz (Deluxe Version),album,16,78,2013,10,4,We Can't Stop,77,231240,2,1,Miley Cyrus,25221661,84
121,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,4.0,MONTERO,album,15,77,2021,9,17,THATS WHAT I WANT,73,143901,4,1,Lil Nas X,12404668,76
122,0.432,0.868,6.0,-2.01,0.0,0.0882,0.00725,0.0,0.233,0.567,156.128,4.0,Midnight Memories (Deluxe),album,18,86,2013,11,25,Midnight Memories,68,176320,4,1,One Direction,37973143,89
123,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,HIGHEST IN THE ROOM,single,1,79,2019,10,4,HIGHEST IN THE ROOM,84,175720,1,1,Travis Scott,35366775,94
124,0.706,0.589,2.0,-6.051,1.0,0.08,0.353,0.0,0.105,0.399,90.491,4.0,Some Type of Love,single,4,55,2015,5,1,Some Type of Love,37,185608,3,1,Charlie Puth,23718952,81
125,0.697,0.816,0.0,-7.216,1.0,0.0316,0.00124,0.00117,0.252,0.751,102.981,4.0,Mona,single,1,21,1990,1,8,Mona,26,223133,1,1,Craig McLachlan;Check 1-2,364,17
127,0.594,0.676,5.0,-9.552,1.0,0.0528,0.0267,0.00541,0.905,0.898,110.71,4.0,The Essential Johnny Cash,compilation,36,61,2002,2,12,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",36,162906,4,2,Johnny Cash,6521662,76
128,0.533,0.783,7.0,-10.61,1.0,0.0366,0.0116,0.0565,0.186,0.726,124.874,4.0,Discography - Complete Singles Collection,compilation,18,69,1998,3,31,Always on My Mind,69,234906,8,1,Pet Shop Boys,1968363,69
130,0.534,0.269,5.0,-14.339,1.0,0.0359,0.715,3.24e-06,0.11,0.499,108.886,4.0,Old Man Emu,album,14,41,1982,3,1,True Blue,45,245000,8,1,John Williamson,99217,50
131,0.516,0.922,0.0,-3.043,1.0,0.0704,0.0213,1.3e-05,0.158,0.456,99.086,4.0,These Here Are Crazy Times,album,19,49,1989,10,18,Onionskin,40,207706,1,1,Boom Crash Opera,69034,43
132,0.667,0.412,1.0,-7.544,1.0,0.0353,0.817,0.0,0.107,0.82,83.816,4.0,Beautiful People: The Greatest Hits of Melanie,compilation,19,43,1999,7,1,Brand New Key,46,144866,5,1,Melanie,125612,48
134,0.818,0.713,9.0,-4.813,0.0,0.0375,0.126,3.2e-05,0.0382,0.937,137.969,4.0,Ready For The Weekend,album,15,55,2009,8,17,Ready for the Weekend,45,217133,2,1,Calvin Harris,22977270,86
135,0.545,0.485,9.0,-8.045,1.0,0.0485,0.537,1.8e-06,0.104,0.101,80.948,4.0,Dangerous,album,14,74,1991,11,13,Heal the World,67,384306,7,1,Michael Jackson,33826052,85
136,0.4,0.641,8.0,-6.303,1.0,0.0674,0.214,0.0,0.0656,0.393,81.552,4.0,How Do I Say Goodbye,single,1,67,2022,8,31,How Do I Say Goodbye,72,163603,1,1,Dean Lewis,3436667,77
