Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Album_Total_Tracks,Album_Popularity,Track_Popularity,Duration,Artist_Followers,Artist_Popularity
0.6,0.657,-1.520621262560256,0.0336,0.503,0.00013,0.0816,0.678,-1.708664345339498,-0.4896925317540781,67,54,0.20633178490828627,-0.6036418128693312,60
0.43,0.428,-0.6730993196043895,0.031,0.528,0.0,0.12,0.155,0.15045191664306035,0.6200938700464856,51,26,0.8790067225490854,0.4550993467476463,79
0.649,0.718,0.28973560683565736,0.0594,0.00676,4.26e-06,0.174,0.477,-1.489519009266723,0.1400937376192711,51,45,0.4981047188821382,0.12920077172950478,70
0.586,0.928,0.4932553838271889,0.0463,0.141,0.0,0.655,0.4,-0.16142189823990064,-0.4896925317540781,59,28,-0.3804361019199171,0.3825403251894764,78
0.423,0.92,0.8353284182417184,0.039,0.000675,5.99e-06,0.187,0.26,0.18809850668033087,-0.15048022473399125,0,0,0.16587814107266285,-0.4725846073984304,56
0.52,0.513,-0.35384853384779935,0.0256,0.281,0.0,0.0976,0.17,-1.5861599603149605,0.6200938700464856,77,62,-0.3993291949055916,0.686189099833052,79
0.627,0.768,-0.5292700395714602,0.0625,0.468,0.0,0.126,0.802,-0.670876916056605,0.6200938700464856,31,35,-0.10279623680787559,-0.8755710357612178,44
0.723,0.722,-2.7707450150333313,0.0428,0.0184,0.0106,0.0665,0.917,-0.8510827429060078,-0.15048022473399125,26,29,0.5353166287352734,-1.8452858537083714,38
0.762,0.7,-0.0020164089913834106,0.0694,0.00261,1.56e-05,0.153,0.608,-0.12757708821952565,0.5103074682459219,78,78,-0.25122317057228594,0.8782146054338916,88
0.707,0.681,0.4682131740874471,0.0668,0.0632,5.15e-06,0.0322,0.646,-0.06725877155022518,-3.9512752546325194,22,27,-0.43678942250351216,0.7067928901504922,84
0.613,0.622,0.06303910174707474,0.0334,0.00882,0.0,0.37,0.484,-1.4890626325464653,0.3942442336153424,78,77,0.17579098720769196,0.7067928901504922,84
0.737,0.846,0.41862888200244175,0.22,0.00614,0.0,0.0486,0.546,-1.1418200709751234,0.27114267719403135,77,73,-1.8579644241922377,0.498291641065812,76
0.432,0.868,1.0571512738025384,0.0882,0.00725,0.0,0.233,0.567,0.9601841175012399,0.6200938700464856,86,68,-0.9868254022172007,0.8270156261423444,89
0.598,0.427,-0.8477321825832133,0.0317,0.0546,5.83e-06,0.21,0.0605,-1.6539600250837716,-3.9512752546325194,79,84,-1.0014406841417618,0.8061233987036195,94
0.706,0.589,-0.01066563941698832,0.08,0.353,0.0,0.105,0.399,-1.0389901106528125,-2.09069762381995,55,37,-0.7667137704727177,0.6887440827069246,81
0.697,0.816,-0.3562892189296316,0.0316,0.00124,0.00117,0.252,0.751,-0.565950241011845,-3.9512752546325194,21,26,0.02277322670289046,-2.5672998499338595,17
0.594,0.676,-1.1137987851679214,0.0528,0.0267,0.00541,0.905,0.898,-0.3009141326903328,1.9734152034405819,61,36,-1.326093581237263,0.3093840789378459,76
0.533,0.783,-1.490105104826936,0.0366,0.0116,0.0565,0.186,0.726,0.14036339751292515,0.6200938700464856,69,69,0.24323254530447572,-0.042586810252555486,69
0.534,0.269,-3.0364109327845084,0.0359,0.715,3.24e-06,0.11,0.499,-0.3617697257666656,0.1400937376192711,41,45,0.42362541702377216,-0.920404990536639,50
0.516,0.922,0.801279854174313,0.0704,0.0213,1.3e-05,0.158,0.456,-0.7070788961380539,0.7242476640644173,49,40,-0.28441188952527,-1.026974028791275,43
0.667,0.412,-0.4571984528535197,0.0353,0.817,0.0,0.107,0.82,-1.3190282097054251,0.7242476640644173,43,46,-1.8293075796982357,-0.8510976496841965,48
0.818,0.713,0.33654639694186367,0.0375,0.126,3.2e-05,0.0382,0.937,0.5062100339583591,0.27114267719403135,55,45,-0.09409892074749654,0.6794098417174769,86
0.545,0.485,-0.6145915457435356,0.0485,0.537,1.8e-06,0.104,0.101,-1.446187307967497,0.1400937376192711,74,67,2.353840245658481,0.793036348125085,85
0.4,0.641,-0.08380225711183986,0.0674,0.214,0.0,0.0656,0.393,-1.4190416256976446,-3.9512752546325194,67,72,-1.3077879113352948,0.12115714965882007,77
0.514,0.898,-0.22018188410356107,0.0577,0.00488,0.0345,0.0746,0.353,0.08691237842144785,0.0,79,71,1.1155469643507319,0.9377959244786064,91
0.667,0.621,0.22204197149959654,0.035,9.31e-05,4.33e-05,0.0572,0.492,-0.25860259441856126,0.0,33,20,-1.1115209873550176,-0.022386531951427563,76
0.446,0.489,-1.3630585335921332,0.033,0.272,0.0,0.16,0.396,0.5024841722503621,0.8233187174970368,65,40,-0.1840334539243925,-0.5654816894506353,66
0.527,0.429,-2.196987201151932,0.0321,0.655,0.0,0.0865,0.277,-0.7514056754204583,-0.4896925317540781,1,3,1.73083846768483,-0.34173565229687114,58
0.765,0.831,-0.14807380553502764,0.0565,0.0894,0.0,0.393,0.809,-0.6725231078326469,0.0,55,53,1.1922823297171636,-0.13707981954995635,57
0.502,0.765,0.6401115198406413,0.0476,0.0138,0.0,0.515,0.805,1.0980079823612008,-3.1279565371354825,34,37,-1.033180749834031,0.08999167289510648,70
0.607,0.878,0.44226466064173775,0.0665,0.000246,0.0,0.337,0.853,-0.006991955262519489,0.6200938700464856,47,48,-0.5992676556000839,-0.19210388147257496,62
0.797,0.608,-0.023662279258209712,0.0584,0.00112,7.66e-05,0.0748,0.402,0.23101505069539874,0.6200938700464856,62,64,0.9885887006394568,0.18425907864776417,75
0.553,0.946,0.48846793458526394,0.0383,0.00106,0.000655,0.368,0.458,0.45283962280221013,0.6200938700464856,58,43,-0.1484088727351664,0.2843019458040883,79
0.604,0.105,-4.3097671569297455,0.0357,0.977,0.0,0.0993,0.553,-0.9690705731298647,1.1773526509348033,28,28,-1.9416373336016224,-1.694810848100974,37
0.559,0.504,-1.0804204471523415,0.0246,0.106,0.0,0.13,0.479,-1.0976339315146861,-0.15048022473399125,71,52,1.8308127486132606,0.036106167044232966,68
0.689,0.811,0.36511472608109885,0.0264,0.00288,0.0,0.207,0.47,0.08515406296684128,-0.31301124925111484,39,39,-0.2525957943771412,-0.642247231752817,53
0.652,0.557,0.08580353428045726,0.0318,0.74,0.0,0.124,0.483,0.8149181895911303,-0.15048022473399125,82,83,-1.1596822786356902,0.2495737919068674,77
0.671,0.539,-0.019038112203852903,0.0392,0.18,0.0,0.0748,0.934,-0.8619277269484279,0.0,58,55,-0.3731170661404389,0.3098028130090629,88
0.223,0.0497,-4.0766624076770475,0.0351,0.967,0.000258,0.222,0.1,-1.1971523147284,0.3942442336153424,42,27,0.4135683050414635,-0.6277939751847368,46
0.666,0.919,0.8043140192371663,0.0293,0.00164,0.00042,0.106,0.528,-0.1599882400523233,0.0,36,23,0.27016160803910394,-1.2445193835322033,33
0.43,0.685,0.030740446114129998,0.0853,0.1,0.0,0.119,0.308,-1.2747523106018837,-3.1279565371354825,21,25,-1.2723709722855328,0.49281654692265514,79
0.635,0.841,0.18022703613515018,0.0422,0.0134,0.0,0.0622,0.424,-0.357231119142172,-0.15048022473399125,86,81,-0.02357463132038061,0.9809373148694017,96
0.707,0.924,0.8519061935100056,0.031,0.000972,0.00703,0.204,0.919,0.22923796852025133,0.27114267719403135,80,81,-0.31118647082048473,0.6794098417174769,86
0.462,0.277,-1.7864869544911675,0.0315,0.749,7.56e-06,0.409,0.388,0.31605384747916104,1.6141478810141234,24,24,-1.2912827685743407,-0.9004960255747866,43
0.535,0.716,0.27845894299339935,0.0431,0.326,0.0,0.659,0.901,-0.8851473294476084,0.27114267719403135,71,76,-1.0148085015279247,-0.2633102358426177,66
0.633,0.748,-1.1612513832490121,0.0664,0.172,0.0,0.38,0.497,0.6267425143496166,-0.31301124925111484,34,23,-0.2550553239231522,-0.804989734271572,48
0.611,0.638,0.2616432024332434,0.0409,0.431,0.0,0.104,0.424,1.271193655159466,-0.15048022473399125,42,41,-0.1738218892264922,-1.0044553935354203,41
0.653,0.239,-5.424546659415374,0.0453,0.806,0.0146,0.132,0.765,-1.4713531630402292,-0.4896925317540781,54,57,-1.1088430866546946,-0.3722749440221242,58
0.591,0.808,0.02041496634755885,0.288,0.0869,0.00396,0.147,0.337,-0.9443348109135483,0.0,54,51,0.851647089441586,0.4952578702654025,80
0.506,0.849,0.6114882992211453,0.0431,0.00676,5.65e-06,0.329,0.319,0.2860803580049512,0.1400937376192711,29,31,-0.2169480115499858,-1.3011096185119153,24
0.421,0.98,1.0106343313516617,0.0887,0.0727,0.0,0.459,0.509,0.5430265311965464,0.3942442336153424,52,47,0.8198536703621004,-0.01781763653802424,71
0.646,0.82,-0.6212774189573262,0.0286,0.102,0.00183,0.037,0.712,0.06788415571517142,1.407472643942183,0,0,-0.8058857723744154,-0.21041252508610442,64
0.234,0.865,0.24920868374667274,0.0516,3.62e-05,0.000532,0.289,0.194,0.4832095205034142,-0.31301124925111484,65,64,0.6112652686918538,0.49398486375245265,78
0.704,0.793,0.9947235735738933,0.0591,0.0488,0.0,0.575,0.412,0.2298973083634295,1.5475663815614549,80,64,-0.4533770350249198,0.7220162258017876,90
0.668,0.802,0.5530502272203729,0.0917,0.0273,0.0,0.163,0.769,-0.2001813436981588,-3.9512752546325194,57,62,0.07350853690328676,0.5979086631702076,81
0.605,0.822,0.33108976921371375,0.0438,0.00671,0.134,0.147,0.288,1.2293683800923465,-0.15048022473399125,86,83,-0.7313316250488487,0.9391935847912223,89
0.585,0.776,0.033319116253999685,0.0459,0.0572,7.74e-06,0.3,0.427,-1.5822267019422254,0.0,80,80,0.4149714087032585,0.47422176390478343,78
0.698,0.932,-0.4386155880775301,0.0503,0.0233,0.000261,0.399,0.836,0.8136211208727252,-0.31301124925111484,32,36,-0.5844974536804429,-2.1542045000687753,27
0.737,0.867,0.9964390140322762,0.0458,0.0398,0.0,0.32,0.506,-0.7455417644371299,-3.9512752546325194,46,52,-0.9977090524415045,0.41748347331471164,80
0.798,0.655,-0.6228703627783442,0.0387,0.381,1.09e-06,0.477,0.828,-0.25912605675583106,0.1400937376192711,35,20,-0.2785327203928423,-0.5798699744280335,61
0.737,0.93,-0.01990487937769531,0.0534,0.237,1.57e-06,0.0911,0.965,-0.5584921977046444,0.27114267719403135,50,53,0.5631887815941263,-1.011355531934642,59
0.723,0.809,0.7916618016211351,0.0625,0.00346,0.00123,0.565,0.274,-0.7471468790164802,-0.6832249798777656,4,5,-0.9809689260657349,0.29561282185267423,77
0.577,0.94,0.4377057140708629,0.0361,2.42e-05,0.0715,0.347,0.818,-0.12846128921907746,-1.4074726439421843,60,65,-1.0766145657680934,0.38239635808462935,78
